cfg,test,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
36167f091fe9,perf_math_matmul,167975,167996,167963,167964,167964,167963,167963,167963,167976,167975
cf2df32998a3,perf_math_matmul,151553,151553,151557,151589,151557,151554,151554,151553,151553,151557
5df05fd4e321,perf_math_matmul,570584,570585,570584,570584,570583,570584,570584,570584,570584,570584
59796ec10d4e,perf_math_matmul,623833,623833,623832,623833,623833,623834,623833,623832,623833,623833
d7736f227965,perf_math_matmul,677080,677080,677080,677080,677080,677080,677080,677080,677080,677080
9596b8066188,perf_math_matmul,730328,730328,730329,730327,730328,730329,730329,730328,730328,730329
612716110b7e,perf_math_matmul,783576,783576,783576,783576,783576,783576,783576,783576,783576,783576
85ecfe154416,perf_math_matmul,730328,730328,730328,730329,730328,730328,730328,730328,730329,730328
6a55ea09515a,perf_math_matmul,677080,677080,677081,677081,677080,677080,677080,677080,677079,677080
fdb610247abc,perf_math_matmul,623833,623833,623832,623833,623833,623833,623833,623833,623833,623833
c49861d91f0e,perf_math_matmul,570583,570584,570584,570584,570584,570585,570585,570584,570584,570584
aae0362ecb71,perf_math_matmul,517339,517339,517339,517339,517340,517339,517339,517340,517339,517339
766cbe2a45c1,perf_math_matmul,370914,370910,370914,370912,370911,370910,370910,370910,370916,370912
3f195c36fcf9,perf_math_matmul,454879,454879,454879,454879,454883,454880,454879,454883,454886,454879
6271f27db0eb,perf_math_matmul,538852,538850,538849,538848,538853,538848,538853,538855,538851,538852
ce2db1bd530b,perf_math_matmul,622979,622969,622971,622963,622978,622964,622953,622968,622972,622981
d655aee96067,perf_math_matmul,709858,709858,709855,709855,709855,709858,709851,709858,709854,709854
2e46e7039204,perf_math_matmul,709855,709852,709858,709853,709859,709857,709855,709854,709857,709855
0e84e2752d69,perf_math_matmul,622969,622952,622957,622972,622962,622990,622939,622956,622991,622954
02a1a096d394,perf_math_matmul,538851,538850,538851,538851,538848,538850,538855,538850,538851,538850
018d24eb1c4d,perf_math_matmul,454882,454879,454879,454881,454877,454878,454879,454878,454881,454882
fc7d39da4a32,perf_math_matmul,370913,370911,370911,370913,370915,370911,370910,370913,370910,370912
fd3b31a524ff,perf_math_matmul,150566,150563,150566,150561,150565,150511,150566,150545,150564,150569
8bc2324789ef,perf_math_matmul,166969,166967,166969,166945,166945,166967,166966,166967,166969,166969
541d2fd0bfad,perf_math_matmul,181379,181379,181379,181379,181379,181381,181380,181379,181379,181380
7e7ce9fb6ee8,perf_math_matmul,297267,297267,297266,297267,297270,297267,297267,297265,297264,297265
103e51b41642,perf_math_matmul,343335,343335,343335,343403,343403,343335,343335,343335,343335,343335
4d3d318148ad,perf_math_matmul,389456,389456,389461,389462,389459,389464,389456,389456,389456,389456
8253a592a9a6,perf_math_matmul,343301,343402,343335,343335,343301,343335,343321,343335,343309,343403
7adc43c80f6b,perf_math_matmul,297270,297267,297265,297268,297267,297267,297265,297267,297267,297267
6fafb6085ca0,perf_math_matmul,166966,166969,166969,166966,166969,166970,166945,166969,166969,166969
c058f7dc9a98,perf_math_matmul,150563,150561,150568,150566,150566,150543,150568,150547,150543,150563
0f2349f8d025,perf_math_matmul,118207,118207,118207,118114,118207,118207,118207,118207,118114,118114
4e5db289d989,perf_math_matmul,118174,118405,118190,118405,118405,118405,118405,118174,118405,118405
4afb7a875a78,perf_math_matmul,123962,123950,123950,123962,123962,123962,123962,123962,123962,123953
65430dd399a2,perf_math_matmul,139321,139315,139323,139315,139315,139315,139315,139321,139315,139318
9d6c0bb3f4fd,perf_math_matmul,522467,522470,522478,522467,522467,522471,522477,522470,522476,522477
de805018d606,perf_math_matmul,486633,486628,486632,486627,486636,486632,486632,486628,486629,486630
79959ffce3a5,perf_math_matmul,139315,139318,139321,139315,139315,139315,139323,139315,139315,139318
55c14c971f6c,perf_math_matmul,123962,123962,123962,123950,123962,123962,123962,123962,123950,123962
0a3cdb37793a,perf_math_matmul,118174,118405,118405,118405,118405,118174,118174,118405,118405,118405
b2933840eade,perf_math_matmul,118207,118121,118207,118207,118262,118207,118114,118114,118121,118114
1163fd7a2150,perf_math_matmul,118207,118385,118385,118385,118385,118385,118385,118385,118385,118207
3189314e3e5e,perf_math_matmul,157906,157914,157900,157900,157900,157900,157903,157912,157918,157901
3e83c3689e05,perf_math_matmul,217329,217324,217336,217319,217321,217327,217336,217325,217319,217324
c6f7f1c2d863,perf_math_matmul,287995,287993,287991,287994,287991,288002,287995,287993,287995,287991
df6e454ca5bf,perf_math_matmul,326895,326897,326898,326897,326896,326898,326897,326896,326897,326897
55ff107ec825,perf_math_matmul,371946,371946,371946,371943,371946,371946,371943,371946,371946,371950
92b7c8db7903,perf_math_matmul,326896,326897,326898,326896,326896,326895,326897,326897,326896,326897
202167a8d5fc,perf_math_matmul,287992,287988,287991,287990,287994,287994,288001,287993,287994,287997
300f9896513e,perf_math_matmul,157900,157920,157903,157912,157904,157901,157901,157913,157901,157920
7a402fd33ebc,perf_math_matmul,118467,118207,118385,118385,118385,118385,118385,118385,118207,118207
4a6e18b36775,perf_math_matmul,140507,140507,140508,140508,140508,140511,140510,140511,140507,140509
ca5c13e0fbff,perf_math_matmul,172274,172261,172265,172258,172264,172263,172268,172269,172267,172274
7461b0f74a9b,perf_math_matmul,204015,204017,204015,204019,204016,204018,204015,204019,204018,204016
402eaf34ca67,perf_math_matmul,233717,233711,233708,233715,233713,233721,233714,233713,233712,233713
9dc5062be860,perf_math_matmul,267501,267501,267502,267501,267503,267502,267501,267502,267501,267502
4a8efa945419,perf_math_matmul,233712,233718,233710,233712,233714,233716,233710,233709,233709,233708
f39a7490624c,perf_math_matmul,204015,204018,204018,204015,204017,204016,204017,204017,204018,204016
9e1fbc15ee74,perf_math_matmul,172267,172263,172267,172263,172262,172268,172275,172274,172279,172265
056ad9ef1272,perf_math_matmul,140511,140508,140510,140508,140507,140507,140508,140507,140507,140510
49f0f3108509,perf_math_matmul,123968,123968,123949,123949,123968,123968,123949,123968,123949,123968
60c7479f115b,perf_math_matmul,138466,138475,138475,138476,138475,138475,138466,138473,138466,138466
be0099eeece4,perf_math_matmul,169183,169183,169183,169183,169183,169183,169183,169184,169184,169183
6b25a3ddf82b,perf_math_matmul,201953,201952,201953,201945,201951,201953,201945,201951,201951,201945
e97e94038866,perf_math_matmul,234741,234737,234740,234740,234740,234740,234737,234737,234740,234737
21d5d15ec365,perf_math_matmul,265532,265514,265531,265532,265532,265532,265532,265534,265535,265532
0cab8a49d50c,perf_math_matmul,265531,265532,265546,265531,265540,265547,265528,265518,265531,265531
6c8e6933df67,perf_math_matmul,234737,234738,234737,234740,234739,234734,234738,234737,234737,234742
3e26e87c1995,perf_math_matmul,201951,201951,201951,201952,201951,201952,201945,201947,201945,201951
39d8436148fa,perf_math_matmul,169183,169183,169183,169183,169183,169183,169184,169183,169183,169183
f38c2700c3be,perf_math_matmul,138475,138466,138475,138466,138475,138475,138466,138466,138466,138475
0368a87a9fbf,perf_math_matmul,118233,118289,118289,118233,118289,118233,118233,118233,118289,118233
aca83ce46808,perf_math_matmul,730327,730328,730328,730327,730328,730327,730328,730327,730327,730329
fb1abaa8a1fd,perf_math_matmul,783575,783575,783575,783575,783575,783575,783576,783578,783576,783576
2b375ce15410,perf_math_matmul,836823,836823,836823,836823,836823,836824,836823,836824,836823,836823
8e74a69f6ed4,perf_math_matmul,890071,890071,890071,890071,890071,890071,890072,890072,890071,890071
bafdeac790b5,perf_math_matmul,836824,836823,836824,836823,836823,836823,836823,836825,836824,836823
9b9df3297334,perf_math_matmul,783577,783575,783576,783575,783575,783576,783575,783576,783575,783575
a6327b39041c,perf_math_matmul,730328,730327,730328,730327,730327,730327,730327,730328,730328,730327
a01bc37a46c6,perf_math_matmul,677079,677080,677079,677079,677079,677080,677080,677079,677079,677079
442b4ce5393a,perf_math_matmul,118289,118289,118233,118233,118233,118289,118289,118289,118289,118289
f7c2dd4a05a3,perf_math_matmul,271585,271582,271581,271579,271582,271582,271588,271582,271581,271582
f704a89457df,perf_math_matmul,388320,388318,388320,388321,388319,388321,388317,388322,388320,388324
95c1137bb125,perf_math_matmul,501997,501999,501999,502003,501996,502006,501997,501996,501992,502000
98620c41f611,perf_math_matmul,618731,618729,618727,618729,618727,618726,618726,618731,618723,618729
51a1984b6fce,perf_math_matmul,735465,735467,735470,735466,735463,735473,735466,735468,735460,735466
71e4ed70c5fb,perf_math_matmul,618726,618725,618727,618728,618723,618723,618727,618722,618727,618725
bb96a67f0450,perf_math_matmul,501997,501999,501995,501997,501994,501997,501994,501998,501998,501999
0b62549b315e,perf_math_matmul,388320,388319,388322,388317,388323,388320,388322,388322,388320,388320
25baa5b02535,perf_math_matmul,271583,271592,271584,271583,271581,271584,271585,271582,271584,271580
bc1ffc0d9c67,perf_math_matmul,154848,154849,154851,154850,154852,154848,154851,154849,154854,154852
881ee9e2c068,perf_math_matmul,201055,201043,201045,201045,201056,201053,201046,201045,201044,201042
f51f3d54b940,perf_math_matmul,250199,250199,250199,250199,250201,250199,250201,250201,250199,250199
28e89a9d9570,perf_math_matmul,297320,297321,297321,297321,297321,297320,297320,297320,297321,297320
e59f21553145,perf_math_matmul,344278,344278,344278,344269,344278,344278,344311,344273,344278,344273
22eb466f7e3c,perf_math_matmul,391567,391567,391567,391568,391567,391567,391568,391567,391567,391568
946cf11cd562,perf_math_matmul,344278,344256,344278,344278,344273,344278,344273,344278,344273,344298
2119d596eaea,perf_math_matmul,297320,297321,297321,297321,297321,297321,297321,297321,297321,297320
7575472d7e05,perf_math_matmul,250199,250199,250197,250199,250199,250199,250199,250201,250199,250202
8eb74193a9f7,perf_math_matmul,201045,201045,201053,201046,201045,201044,201042,201043,201046,201045
d220acc84ff5,perf_math_matmul,181345,181383,181375,181373,181383,181383,181373,181383,181383,181373
3af5f15bf9cc,perf_math_matmul,136299,136299,136299,136299,136299,136299,136258,136299,136299,136299
f8053ca5e9a3,perf_math_matmul,176394,176393,176399,176402,176393,176393,176392,176396,176390,176392
2d182ef1c518,perf_math_matmul,246033,246014,246031,246033,246016,246033,246036,246013,246034,246035
1904b0fee5b7,perf_math_matmul,251210,251200,251219,251208,251222,251219,251215,251218,251209,251207
6b0ff7c32f83,perf_math_matmul,286067,286070,286070,286069,286072,286067,286072,286073,286067,286071
88111d8feabb,perf_math_matmul,319843,319845,319858,319843,319837,319861,319850,319845,319867,319858
3b34fc54a6ea,perf_math_matmul,286070,286069,286068,286071,286074,286071,286068,286067,286081,286071
fcdc09adb774,perf_math_matmul,251211,251210,251209,251209,251214,251209,251187,251206,251213,251207
1ad28638d518,perf_math_matmul,176389,176390,176394,176389,176396,176397,176394,176391,176393,176391
e3b94c3661eb,perf_math_matmul,136299,136299,136299,136258,136299,136299,136258,136299,136258,136299
d642dc779f5a,perf_math_matmul,118200,118200,118200,118200,118200,118200,118200,118200,118200,118200
b44498bce94f,perf_math_matmul,154849,154853,154847,154847,154848,154846,154851,154846,154849,154850
cb999418a653,perf_math_matmul,213288,213264,213280,213291,213291,213290,213283,213287,213280,213277
b04d2a5426c6,perf_math_matmul,290043,290042,290040,290036,290037,290042,290042,290043,290042,290044
a3f42ed45016,perf_math_matmul,328949,328954,328949,328951,328953,328949,328949,328953,328949,328957
61160dbe150f,perf_math_matmul,373987,373988,373988,373988,373985,373988,373986,373988,373986,373984
c03e6ba31d2a,perf_math_matmul,328940,328953,328949,328941,328949,328949,328940,328945,328952,328951
c5e1d20732ab,perf_math_matmul,290036,290039,290037,290042,290041,290040,290036,290040,290041,290032
4937351e3e6c,perf_math_matmul,154848,154849,154855,154851,154846,154849,154848,154850,154850,154847
8cbd3aaca4fc,perf_math_matmul,118200,118180,118254,118275,118200,118254,118254,118254,118200,118254
c9df32d99093,perf_math_matmul,151558,151555,151558,151560,151557,151568,151566,151566,151562,151556
43381662ac97,perf_math_matmul,150528,150527,150524,150525,150525,150529,150531,150566,150525,150525
67e5e73b4852,perf_math_matmul,165950,165950,165951,165953,165954,165952,165950,165950,165952,165951
5914ad5c1bbc,perf_math_matmul,181436,181403,181434,181416,181418,181424,181427,181402,181431,181398
0b0d6830351b,perf_math_matmul,197167,197190,197174,197154,197172,197190,197135,197169,197168,197175
17654bb35492,perf_math_matmul,195750,195783,195781,195780,195780,195750,195780,195782,195752,195780
9a0c9c9e807d,perf_math_matmul,181426,181419,181409,181398,181434,181411,181403,181429,181490,181424
41e96c78ad00,perf_math_matmul,165951,165952,165950,165951,165950,165950,165950,165978,165951,165936
f34d6d3cab54,perf_math_matmul,151561,151558,151557,151536,151558,151557,151562,151559,151560,151556
87897b18a1e3,perf_math_matmul,150525,150525,150530,150527,150525,150529,150525,150528,150525,150527
069b32bb1d5a,perf_math_matmul,150583,150582,150609,150584,150608,150582,150586,150609,150608,150581
c82baa71ff6d,perf_math_matmul,150523,150528,150526,150541,150523,150527,150522,150523,150525,150524
89da7dd923d5,perf_math_matmul,167974,167974,167975,168010,168012,167973,168010,167972,167976,168007
92bc268bef1e,perf_math_matmul,181845,181880,181847,181848,181836,181880,181844,181872,181879,181842
c895a1533b33,perf_math_matmul,196712,196712,196712,196710,196728,196712,196724,196712,196712,196712
e4b6b28026d1,perf_math_matmul,196816,196796,196817,196829,196828,196827,196840,196828,196830,196816
d357ebf45a5f,perf_math_matmul,181845,181848,181844,181848,181878,181847,181846,181880,181844,181877
42f2edcf7359,perf_math_matmul,168011,168010,168010,168010,168010,167973,167971,168010,168010,167974
4187d03a8a17,perf_math_matmul,150584,150585,150582,150614,150580,150579,150580,150582,150580,150582
eed867b9db40,perf_math_matmul,150529,150527,150527,150526,150525,150525,150524,150528,150586,150528
92baf0a53875,perf_math_matmul,554809,554834,554878,554844,554811,554847,554821,554843,554862,554807
a12dde081798,perf_math_matmul,643344,643363,643370,643358,643364,643362,643365,643364,643372,643344
03d696866877,perf_math_matmul,733495,733495,733495,733495,733493,733497,733490,733495,733497,733504
6bc9d7bb3893,perf_math_matmul,643368,643364,643343,643363,643361,643361,643364,643369,643343,643368
ce8917690d1d,perf_math_matmul,554841,554794,554845,554849,554787,554837,554842,554786,554828,554851
d44e783cc3fd,perf_math_matmul,257294,257293,257288,257295,257292,257294,257293,257292,257293,257293
028f4a764a99,perf_math_matmul,301348,301343,301339,301347,301352,301351,301343,301341,301344,301349
32f8fe9fde71,perf_math_matmul,359690,359681,359697,359674,359684,359699,359689,359685,359688,359696
3e92f6a0a9ae,perf_math_matmul,406841,406825,406831,406844,406833,406831,406820,406836,406837,406828
8aa41cffeb19,perf_math_matmul,454994,454991,454986,454994,454974,454989,454992,454988,454974,454979
9b722cf1c87e,perf_math_matmul,406827,406833,406828,406843,406834,406828,406828,406828,406832,406832
5d9bb20a961c,perf_math_matmul,359693,359687,359685,359689,359696,359699,359690,359694,359686,359688
94cfb0f76440,perf_math_matmul,301344,301353,301341,301346,301340,301351,301352,301349,301359,301337
bfe50e6875ed,perf_math_matmul,257289,257295,257293,257294,257295,257293,257293,257289,257292,257289
b740b97f5706,perf_math_matmul,207133,207125,207122,207120,207119,207126,207127,207121,207122,207128
33d175421671,perf_math_matmul,196718,196727,196717,196727,196725,196697,196722,196725,196728,196686
cb04b55b0068,perf_math_matmul,212112,212134,212127,212126,212135,212118,212133,212101,212134,212102
2a0b8c59a01a,perf_math_matmul,241989,241978,241980,241957,241974,241963,241974,241963,241977,241970
885431a6d249,perf_math_matmul,277967,277954,277972,277934,277935,277968,277964,277969,277959,277978
1c53d16fd2a6,perf_math_matmul,319895,319888,319877,319883,319899,319905,319925,319910,319919,319886
3bee7d4e0a50,perf_math_matmul,277946,277969,277930,277965,277934,277943,277927,277962,277956,277959
ac83b12a0fdc,perf_math_matmul,241983,241980,241986,241978,241960,241982,241978,241963,241982,241984
9d59f1531807,perf_math_matmul,212136,212121,212127,212126,212138,212136,212126,212136,212135,212134
951e51f74276,perf_math_matmul,196718,196686,196675,196690,196726,196720,196722,196699,196729,196690
6f74d48962fa,perf_math_matmul,181293,181260,181331,181293,181339,181284,181293,181288,181293,181273
785819e9b0fb,perf_math_matmul,367847,367848,367847,367847,367847,367847,367845,367847,367845,367848
