cfg,test,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
2d037f6e60e4,perf_math_matmul,168946,168946,168963,168946,168946,168946,168946,168946,168946,168946
b2e989c5c1c2,perf_math_matmul,153604,153594,153594,153594,153594,153604,153604,153594,153594,153594
cd0e099fab6e,perf_math_matmul,136194,136194,136185,136188,136188,136188,136195,136194,136188,136194
308f70ab45ec,perf_math_matmul,150529,150536,150532,150560,150528,150540,150537,150529,150531,150527
301159b38963,perf_math_matmul,165939,165939,165964,165937,165936,165939,165946,165935,165933,165935
0b8a73bade11,perf_math_matmul,182328,182327,182330,182328,182315,182325,182325,182318,182317,182312
2703ce93e021,perf_math_matmul,181283,181266,181257,181262,181258,181287,181288,181273,181282,181288
334528806d69,perf_math_matmul,196720,196719,196722,196721,196721,196716,196720,196719,196704,196719
d8e00686ec13,perf_math_matmul,196664,196654,196654,196654,196665,196664,196654,196681,196665,196666
61da05970185,perf_math_matmul,182317,182321,182316,182314,182318,182317,182325,182310,182311,182312
3e906f85b711,perf_math_matmul,181284,181282,181286,181278,181278,181272,181260,181262,181266,181288
3af25eaea4eb,perf_math_matmul,165935,165939,165929,165938,165943,165943,165929,165933,165945,165932
05738f30e62b,perf_math_matmul,150528,150528,150533,150531,150534,150522,150538,150541,150529,150532
46331f07c9da,perf_math_matmul,118348,118348,118176,118192,118176,118226,118176,118206,118176,118348
8cd78fb3e962,perf_math_matmul,124501,123658,124501,123658,124735,124735,123658,123658,125210,124735
330f76d89abb,perf_math_matmul,167146,167144,167152,167142,167148,167143,167149,167146,167147,167151
0fb396eb8d6a,perf_math_matmul,216298,216305,216303,216303,216304,216302,216307,216306,216302,216301
aa90532c1a67,perf_math_matmul,260354,260342,260359,260346,260350,260350,260345,260354,260350,260347
c32e1f7c6b6d,perf_math_matmul,260340,260347,260353,260351,260349,260350,260347,260347,260360,260349
2303dc7f2764,perf_math_matmul,216301,216304,216307,216301,216305,216302,216302,216308,216305,216306
aef6bc91dc25,perf_math_matmul,167141,167146,167143,167146,167151,167143,167141,167150,167141,167150
2d14c8810f8f,perf_math_matmul,124735,123658,124735,124735,123658,124501,123658,123658,124735,124735
cdef7d78cb1d,perf_math_matmul,118176,118206,118348,118192,118176,118348,118176,118348,118176,118348
d67ba50920e2,perf_math_matmul,118188,118188,118360,118188,118310,118188,118360,118188,118240,118219
60d9eb337fa0,perf_math_matmul,150694,150694,150694,150694,150694,150694,150694,150694,150694,150694
1ca7cd20945d,perf_math_matmul,205013,205017,205013,205017,205013,205016,205016,205013,205017,205016
5491c14f274b,perf_math_matmul,258299,258297,258298,258297,258302,258302,258300,258296,258298,258298
7af625448024,perf_math_matmul,313576,313576,313578,313578,313577,313577,313577,313577,313576,313578
d83ca1bdf927,perf_math_matmul,313577,313576,313577,313578,313577,313580,313579,313577,313578,313584
f3db4112b05a,perf_math_matmul,258299,258300,258301,258296,258298,258300,258296,258299,258301,258297
cd7a9ad1f454,perf_math_matmul,205013,205013,205017,205013,205017,205014,205017,205017,205014,205013
720edd27971b,perf_math_matmul,150694,150694,150694,150694,150694,150694,150694,150694,150694,150700
12a37487f1a9,perf_math_matmul,118188,118188,118188,118188,118188,118188,118360,118360,118360,118205
c6bc004b2dcb,perf_math_matmul,118148,118097,118148,118148,118148,118148,118148,118148,118148,118097
1f819eae818d,perf_math_matmul,118423,118194,118264,118264,118194,118264,118423,118423,118264,118423
b4a55868293b,perf_math_matmul,150805,150794,150796,150797,150798,150794,150798,150797,150805,150799
c2b4ea4e4d99,perf_math_matmul,206066,206070,206070,206068,206069,206063,206065,206069,206068,206073
a79c289d760b,perf_math_matmul,783749,783778,783776,783755,783764,783761,783778,783755,783769,783752
bf786c71eb90,perf_math_matmul,731547,731544,731540,731543,731553,731520,731538,731538,731535,731555
d7496466dc6b,perf_math_matmul,206068,206068,206066,206069,206067,206070,206067,206067,206072,206069
372b165cd8e5,perf_math_matmul,150801,150800,150804,150801,150804,150795,150798,150800,150800,150802
8a8024e070fb,perf_math_matmul,118264,118264,118264,118264,118423,118264,118264,118423,118264,118425
43d59b173313,perf_math_matmul,118148,118097,118116,118148,118097,118148,118097,118097,118097,118148
ce49645243b3,perf_math_matmul,150499,150481,150519,150498,150519,150496,150524,150496,150522,150524
edb418754b34,perf_math_matmul,165863,165854,165852,165861,165852,165832,165852,165852,165855,165854
b3a1f2176160,perf_math_matmul,181271,181271,181273,181273,181265,181271,181273,181271,181273,181273
072e483b2e76,perf_math_matmul,196647,196647,196648,196652,196647,196648,196635,196634,196647,196633
e851aa33eddd,perf_math_matmul,212074,212031,212036,212000,212030,212002,212035,212030,212032,212000
9f980403afab,perf_math_matmul,212001,212001,212003,212015,212032,212032,212012,212031,212035,212034
697561390986,perf_math_matmul,196628,196634,196602,196646,196633,196645,196648,196633,196648,196633
4c0f9cdc119e,perf_math_matmul,181271,181271,181283,181273,181271,181271,181271,181273,181271,181273
77c7300ceff1,perf_math_matmul,165884,165861,165853,165852,165833,165854,165853,165854,165850,165883
d5cfe623e74a,perf_math_matmul,150500,150499,150522,150521,150498,150504,150496,150481,150519,150518
4ba65ce659f2,perf_math_matmul,303397,303390,303400,303396,303399,303397,303388,303385,303393,303385
7ea8a24412e4,perf_math_matmul,346438,346445,346445,346445,346433,346437,346442,346442,346438,346454
4d5da611e4cb,perf_math_matmul,393455,393434,393458,393440,393453,393478,393478,393449,393464,393445
9db44f8c1602,perf_math_matmul,438581,438567,438576,438581,438591,438582,438573,438588,438585,438576
35081e97aedf,perf_math_matmul,486736,486712,486715,486754,486739,486728,486719,486714,486718,486715
322793069d4f,perf_math_matmul,486731,486727,486731,486733,486724,486734,486719,486724,486716,486731
66d0f6cc2a7c,perf_math_matmul,438579,438588,438584,438595,438591,438585,438589,438591,438591,438583
936d9823fcd4,perf_math_matmul,393458,393453,393452,393458,393417,393435,393454,393447,393455,393480
238103c3d50d,perf_math_matmul,346432,346437,346443,346438,346438,346445,346442,346433,346438,346437
f485760ca40e,perf_math_matmul,303391,303391,303384,303388,303385,303380,303397,303395,303388,303383
ca896d0fbb77,perf_math_matmul,365810,365807,365811,365809,365808,365807,365809,365808,365807,365808
bbd1bf2a7f45,perf_math_matmul,421091,421091,421092,421091,421092,421092,421091,421093,421092,421091
d7cafd90ef76,perf_math_matmul,476710,476696,476585,476700,476494,476716,476692,476710,476702,476689
e69ca9431b32,perf_math_matmul,531694,531692,531699,531694,531693,531695,531694,531694,531696,531697
c5cca67dfd6f,perf_math_matmul,592111,592111,592111,592111,592111,592111,592111,592111,592111,592111
e361b897b931,perf_math_matmul,592111,592110,592111,592111,592111,592111,592111,592111,592111,592111
e1aaf9c178bd,perf_math_matmul,531692,531696,531695,531695,531696,531694,531694,531695,531696,531696
3bf928ca6075,perf_math_matmul,476710,476699,476692,476691,476706,476723,476685,476718,476710,476714
e00d2f65ad0f,perf_math_matmul,421092,421092,421093,421092,421091,421091,421093,421091,421091,421092
62aa32da1a5d,perf_math_matmul,365809,365807,365808,365807,365808,365807,365807,365808,365807,365808
b27c5aae6513,perf_math_matmul,118175,118175,118175,118175,118175,118185,118175,118175,118175,118299
cf933256bc0f,perf_math_matmul,118255,118057,118255,118238,118238,118238,118255,118238,118238,118238
27d35a544ca2,perf_math_matmul,123944,123926,123926,123946,123926,123926,123926,123946,123926,123946
7de196766990,perf_math_matmul,160019,160014,160016,160017,160015,160013,160016,160013,160017,160004
e81d934d9e52,perf_math_matmul,204069,204074,204078,204065,204072,204066,204066,204062,204067,204067
86259a69729d,perf_math_matmul,204074,204072,204069,204056,204075,204070,204063,204074,204072,204074
203178952aef,perf_math_matmul,160020,160017,160017,160014,160020,160016,160021,160018,160018,160017
d49e1f2ec033,perf_math_matmul,123926,123946,123930,123946,123946,123946,123946,123926,123946,123926
8a7123b97f5f,perf_math_matmul,118238,118255,118238,118238,118238,118238,118238,118255,118238,118238
c59e5b29efc9,perf_math_matmul,118175,118175,118175,118175,118175,118175,118175,118175,118112,118112
b4a25c2d84bb,perf_math_matmul,259802,259685,260007,259896,259830,259830,259923,259859,259884,259957
121fa01a81c0,perf_math_matmul,307856,307926,307844,306406,307919,308020,307900,307914,307922,308002
18bffbb87ff4,perf_math_matmul,339479,339356,339468,339457,339411,339526,339370,339420,339456,339349
90b900ab08fc,perf_math_matmul,307991,307901,307939,307896,307926,307847,307905,307863,307908,307961
0bb8fb6c61d0,perf_math_matmul,259792,259874,259872,259834,259969,259958,260053,259961,259826,259764
4e1795aca278,perf_math_matmul,133300,133300,133297,133300,133300,133300,133300,133300,133300,133300
1c51f375eb82,perf_math_matmul,226535,226535,226535,226541,226535,226535,226535,226535,226535,226535
7c3fcdedd0af,perf_math_matmul,328971,328966,328962,328959,328961,328961,328960,328963,328955,328960
e3a0be997faf,perf_math_matmul,446814,446804,446832,446830,446834,446824,446825,446822,446825,446825
88b5ae446796,perf_math_matmul,525665,525652,525644,525666,525669,525660,525655,525644,525655,525654
db60ee8a0245,perf_math_matmul,603447,603427,603444,603434,603444,603436,603427,603437,603433,603426
68daadb74a6c,perf_math_matmul,525658,525654,525654,525654,525639,525656,525654,525655,525665,525671
c9d655d75b96,perf_math_matmul,446820,446811,446829,446820,446829,446835,446816,446830,446813,446803
c56421edece9,perf_math_matmul,226535,226538,226535,226539,226535,226535,226539,226541,226535,226535
fa6284d24b1c,perf_math_matmul,133300,133300,133300,133300,133300,133307,133300,133307,133300,133300
988fdd3bbac3,perf_math_matmul,219375,219370,219379,219371,219374,219375,219384,219372,219371,219378
8d7820458c6f,perf_math_matmul,263412,263408,263413,263416,263426,263417,263409,263423,263391,263411
f3e52e910a63,perf_math_matmul,309529,309521,309534,309543,309534,309539,309537,309538,309532,309543
d70acb7b97c2,perf_math_matmul,352578,352578,352580,352579,352581,352583,352582,352578,352576,352578
9aad2ef7b9c8,perf_math_matmul,399552,399561,399583,399580,399549,399589,399549,399567,399602,399563
3dcb626e0dfb,perf_math_matmul,352578,352584,352582,352573,352589,352587,352576,352581,352574,352582
0a1acd15be9c,perf_math_matmul,309541,309536,309537,309542,309530,309541,309536,309530,309541,309538
8e1e1c6feab2,perf_math_matmul,263410,263414,263420,263414,263416,263409,263409,263418,263416,263428
e9577741ec22,perf_math_matmul,219376,219373,219369,219379,219375,219372,219370,219375,219381,219376
10294eb3969f,perf_math_matmul,170229,170216,170229,170229,170217,170229,170229,170229,170229,170229
412d88ea2655,perf_math_matmul,118310,118159,118310,118159,118310,118310,118310,118310,118310,118177
be456f1a5ac5,perf_math_matmul,158031,158031,158031,158031,158031,158031,158031,158031,158031,158031
52d2624ef3a3,perf_math_matmul,216277,216275,216277,216276,216276,216273,216276,216275,216272,216277
cb34d049da26,perf_math_matmul,270628,270633,270625,270625,270631,270625,270625,270625,270633,270636
cb6f985fdf0b,perf_math_matmul,328938,328938,328938,328938,328938,328938,328938,328938,328938,328938
2d34a4f4219f,perf_math_matmul,328938,328938,328938,328938,328938,328938,328938,328938,328938,328939
022851345d67,perf_math_matmul,270640,270639,270630,270625,270636,270633,270625,270633,270625,270633
6d48b6b87826,perf_math_matmul,216277,216275,216274,216277,216272,216276,216276,216276,216277,216275
7896798a5c6a,perf_math_matmul,158059,158031,158031,158031,158053,158031,158053,158059,158031,158031
37fa5eb9894c,perf_math_matmul,118310,118310,118310,118310,118159,118310,118159,118195,118310,118310
b711e9a1d183,perf_math_matmul,211213,211205,211208,211205,211205,211214,211202,211211,211197,211205
f6e93c2c02de,perf_math_matmul,263462,263461,263455,263463,263464,263468,263456,263480,263454,263459
f7092e26c997,perf_math_matmul,319797,319798,319783,319802,319798,319793,319794,319812,319811,319786
4921756a5200,perf_math_matmul,377159,377158,377172,377170,377158,377159,377153,377162,377162,377160
67e560279872,perf_math_matmul,436531,436541,436539,436523,436524,436538,436531,436521,436532,436528
551eee696322,perf_math_matmul,377154,377168,377173,377157,377156,377165,377154,377167,377170,377164
e5cca9d419f0,perf_math_matmul,319791,319797,319802,319798,319802,319811,319802,319803,319796,319801
aad09c007ab1,perf_math_matmul,263461,263462,263461,263462,263462,263471,263462,263466,263465,263463
b925554f3659,perf_math_matmul,211203,211208,211211,211212,211210,211205,211211,211202,211197,211204
bd59437df889,perf_math_matmul,151838,151833,151835,151830,151836,151842,151833,151837,151836,151832
4c8259a5885e,perf_math_matmul,136200,136200,136176,136200,136200,136200,136200,136200,136200,136200
cedd2206ae60,perf_math_matmul,153592,153590,153590,153590,153590,153590,153590,153590,153590,153590
be5913d7e3fd,perf_math_matmul,168975,168996,168975,168975,168975,168975,168975,168975,168975,168975
88b33856d8ac,perf_math_matmul,153590,153590,153590,153590,153590,153590,153590,153590,153590,153590
a00cd8b28c34,perf_math_matmul,136200,136200,136200,136200,136200,136200,136200,136200,136200,136200
458ea549ede1,perf_math_matmul,286974,286974,286963,286966,286962,286977,286975,286981,286980,286974
1b9b18da9271,perf_math_matmul,330013,330033,330013,330018,330034,330021,330034,330016,330028,330021
a243f60fa235,perf_math_matmul,375347,375355,375334,375369,375341,375361,375360,375334,375338,375347
415dd2fce34d,perf_math_matmul,421546,421559,421564,421576,421555,421546,421546,421577,421570,421560
ba6fe4ab4996,perf_math_matmul,468315,468310,468314,468306,468316,468306,468344,468313,468330,468313
55260f9f4568,perf_math_matmul,1041846,1041868,1041859,1041843,1041865,1041860,1041843,1041848,1041848,1041861
0e516384b516,perf_math_matmul,1114565,1114572,1114551,1114554,1114565,1114568,1114570,1114577,1114559,1114522
692e44e995ee,perf_math_matmul,1187318,1187329,1187334,1187313,1187311,1187324,1187322,1187298,1187319,1187319
8dfc89b92106,perf_math_matmul,1114548,1114576,1114575,1114554,1114560,1114534,1114577,1114573,1114549,1114547
5c0aff4b4f63,perf_math_matmul,1041858,1041858,1041879,1041842,1041850,1041856,1041851,1041869,1041855,1041867
9323675d44f0,perf_math_matmul,468299,468320,468341,468326,468316,468320,468314,468326,468330,468322
c9e9fe5fc8e4,perf_math_matmul,421556,421558,421577,421573,421558,421544,421572,421550,421558,421546
3871ff443406,perf_math_matmul,375343,375356,375365,375341,375366,375345,375352,375354,375363,375365
499d5015a488,perf_math_matmul,330029,330019,330032,330019,330027,330008,330013,330027,330013,330020
373fd28cb38b,perf_math_matmul,286972,286976,286984,286978,286983,286974,286975,286984,286974,286978
3f9efe561073,perf_math_matmul,603477,603471,603490,603495,603508,603460,603489,603490,603493,603497
5de2aeafff26,perf_math_matmul,659826,659834,659823,659828,659831,659831,659810,659829,659834,659813
02b31b3bb827,perf_math_matmul,716312,716320,716313,716315,716318,716312,716312,716317,716312,716298
d47a81bfca51,perf_math_matmul,772455,772459,772453,772435,772464,772465,772453,772442,772464,772473
68c8587bf2fb,perf_math_matmul,828816,828840,828844,828847,828841,828819,828827,828835,828820,828834
d15a110ec68a,perf_math_matmul,772467,772452,772453,772453,772451,772448,772453,772448,772439,772458
387e1d79168f,perf_math_matmul,716320,716308,716298,716321,716312,716321,716322,716306,716299,716313
e4233ae73b60,perf_math_matmul,659827,659828,659851,659823,659837,659838,659830,659832,659823,659835
28dce1a61eb5,perf_math_matmul,603473,603504,603484,603483,603485,603479,603472,603489,603485,603491
0c3cd4d025b0,perf_math_matmul,547122,547115,547129,547133,547131,547128,547133,547127,547125,547132
66475f2b2e03,perf_math_matmul,326891,326890,326892,326893,326891,326890,326892,326892,326892,326892
fbe29746af12,perf_math_matmul,385265,385262,385259,385258,385260,385260,385260,385262,385261,385260
70139370c5a2,perf_math_matmul,445671,445673,445675,445671,445672,445675,445674,445674,445671,445673
db6c2e82af2d,perf_math_matmul,502002,501997,501998,501998,501996,501996,502001,501998,502000,501998
f4b26d3f947e,perf_math_matmul,560366,560366,560365,560363,560364,560366,560363,560364,560364,560366
d1beed2de664,perf_math_matmul,560366,560364,560363,560372,560365,560364,560363,560366,560363,560367
e1a5d7e45b8d,perf_math_matmul,501999,501997,501999,501997,501999,501998,502000,501998,501999,502000
511021d97b97,perf_math_matmul,445671,445672,445669,445671,445672,445670,445678,445676,445671,445667
f74314464795,perf_math_matmul,385259,385264,385261,385261,385260,385260,385261,385260,385263,385260
664e69710bca,perf_math_matmul,326891,326891,326891,326891,326891,326893,326891,326893,326892,326891
135081fceb8b,perf_math_matmul,150523,150522,150550,150517,150501,150517,150517,150528,150523,150517
ec4b2264aac3,perf_math_matmul,166960,166975,166978,166868,166975,166975,166866,166971,166980,166984
48d4c77799c1,perf_math_matmul,181356,181356,181362,181347,181356,181356,181356,181356,181356,181351
d96794ed0a3f,perf_math_matmul,203065,203065,203065,203065,203065,203065,203061,203065,203065,203065
6e711a7ace56,perf_math_matmul,250178,250178,250178,250178,250178,250178,250178,250178,250178,250178
b5587877893f,perf_math_matmul,250178,250178,250177,250178,250177,250178,250178,250177,250178,250178
390c43c318a3,perf_math_matmul,203065,203065,203065,203065,203065,203065,203065,203065,203065,203065
8329917e272f,perf_math_matmul,181366,181356,181356,181364,181356,181362,181356,181357,181363,181365
051156c4ae5c,perf_math_matmul,166971,166944,166976,166974,166978,166975,166945,166972,166978,166944
5ee71ce190a4,perf_math_matmul,150504,150525,150519,150525,150503,150526,150520,150502,150520,150523
407d08673d50,perf_math_matmul,118109,118201,118201,118109,118201,118201,118201,118201,118201,118109
8772dbb80263,perf_math_matmul,118078,118355,118355,118355,118355,118355,118355,118078,118172,118172
758b5eb16242,perf_math_matmul,126238,126241,126238,126225,126229,126245,126227,126238,126228,126250
5bef8c946ef7,perf_math_matmul,177427,177427,177433,177429,177430,177430,177440,177422,177428,177430
79b447b9fdcf,perf_math_matmul,648528,648546,648528,648525,648529,648530,648533,648528,648534,648533
d73f7c318c34,perf_math_matmul,722287,722290,722271,722295,722283,722280,722282,722287,722279,722295
e3359b131684,perf_math_matmul,793984,794013,794013,794015,794012,793989,794012,794026,793993,794015
417d56acc589,perf_math_matmul,866706,866707,866680,866711,866689,866701,866707,866690,866703,866705
4ad35dc68d26,perf_math_matmul,939425,939414,939432,939435,939441,939433,939432,939458,939431,939443
79bfda3893f5,perf_math_matmul,753158,753132,753185,753146,753150,753117,753129,753148,753143,753127
e1dd54c10671,perf_math_matmul,700984,700979,700971,700982,700977,700968,700977,700987,700999,700963
bfb31c875d6a,perf_math_matmul,939446,939418,939451,939437,939413,939420,939428,939425,939432,939435
79e4df887425,perf_math_matmul,866716,866676,866712,866696,866700,866700,866695,866688,866705,866710
3189556a7207,perf_math_matmul,794027,794009,793997,794006,794019,794015,794000,794007,793999,794016
63b733d6c47a,perf_math_matmul,722272,722293,722290,722286,722282,722287,722290,722286,722281,722295
16f874e2fcaf,perf_math_matmul,648519,648519,648550,648526,648537,648544,648526,648543,648547,648523
89739e5c4d8b,perf_math_matmul,177424,177421,177427,177433,177431,177428,177432,177431,177431,177433
0206734992e0,perf_math_matmul,126239,126228,126239,126241,126228,126237,126238,126242,126228,126238
186e39eeb259,perf_math_matmul,118355,118172,118172,118172,118356,118172,118355,118172,118355,118355
eb70430cc460,perf_math_matmul,118201,118109,118109,118201,118201,118201,118185,118109,118109,118201
9a0ff77dec99,perf_math_matmul,136179,136209,136209,136209,136209,136209,136209,136209,136209,136179
cab97e41d963,perf_math_matmul,153593,153602,153593,153593,153593,153593,153593,153593,153602,153593
653db64a1c85,perf_math_matmul,168972,168972,168972,168972,168972,168972,168972,168972,168935,168972
a0829cd9b400,perf_math_matmul,184371,184351,184351,184371,184325,184371,184371,184371,184371,184371
8ca82e4128e1,perf_math_matmul,199751,199749,199751,199750,199751,199750,199751,199749,199749,199751
ed4c55531682,perf_math_matmul,199751,199749,199749,199749,199730,199751,199751,199751,199751,199751
d62a5ee6c208,perf_math_matmul,184351,184351,184351,184350,184371,184370,184371,184371,184370,184371
3b9990ad2860,perf_math_matmul,168935,168935,168953,168972,168972,168935,168972,168972,168972,168972
c664f6087282,perf_math_matmul,153593,153593,153602,153593,153593,153606,153593,153602,153593,153593
8218b41add17,perf_math_matmul,136179,136209,136207,136209,136209,136209,136209,136209,136209,136209
368de6cc41d2,perf_math_matmul,118483,118198,117940,118198,118198,118483,118198,118198,118483,118198
a2acaf18f7fc,perf_math_matmul,118229,118229,118229,118227,118229,118227,118229,118229,118229,118229
2f34dbd49ab9,perf_math_matmul,141573,141568,141575,141573,141574,141574,141575,141568,141575,141568
a06c39eb97b0,perf_math_matmul,118229,118227,118229,118176,118227,118229,118227,118229,118229,118229
155de4b03dfa,perf_math_matmul,118198,118483,118198,118198,118275,118198,118198,118198,118483,118483
cadd799d79d7,perf_math_matmul,150493,150527,150493,150521,150528,150492,150492,150496,150529,150494
72685f87979a,perf_math_matmul,150511,150505,150545,150505,150506,150505,150506,150511,150512,150506
4553afa13b1a,perf_math_matmul,165913,165913,165914,165884,165881,165884,165887,165884,165913,165884
bb6b593b5b11,perf_math_matmul,181277,181278,181316,181263,181317,181283,181277,181283,181283,181277
4d037bacf13f,perf_math_matmul,196674,196694,196695,196693,196678,196695,196695,196695,196694,196690
2be9d23da09f,perf_math_matmul,196696,196696,196695,196695,196697,196694,196696,196694,196694,196676
ef47818ca60f,perf_math_matmul,181308,181302,181308,181308,181285,181302,181280,181308,181304,181284
5093d6c2202e,perf_math_matmul,181285,181297,181284,181266,181277,181283,181324,181316,181283,181277
3f1faa7bff42,perf_math_matmul,165880,165880,165884,165895,165916,165902,165884,165913,165880,165883
c30f93ab9dc6,perf_math_matmul,150496,150495,150529,150493,150527,150493,150493,150494,150527,150496
944a7b3b41a7,perf_math_matmul,1487261,1487284,1487289,1487256,1487270,1487261,1487278,1487275,1487284,1487277
dc1788113cec,perf_math_matmul,1591761,1591740,1591741,1591776,1591758,1591741,1591758,1591746,1591761,1591745
e37ce2c842e6,perf_math_matmul,1696196,1696175,1696188,1696200,1696179,1696190,1696186,1696207,1696201,1696204
a99c59836ead,perf_math_matmul,1591746,1591755,1591746,1591756,1591749,1591757,1591773,1591757,1591759,1591752
8402b15955f8,perf_math_matmul,1487268,1487288,1487284,1487283,1487255,1487278,1487278,1487264,1487276,1487268
c5f62c9f1095,perf_math_matmul,590155,590156,590162,590172,590157,590144,590155,590167,590187,590155
6c34e2682abf,perf_math_matmul,645464,645473,645482,645460,645472,645463,645461,645486,645483,645469
26adc7a2be87,perf_math_matmul,700879,700867,700865,700870,700868,700866,700867,700864,700866,700864
b6339b779582,perf_math_matmul,756092,756084,756092,756091,756086,756056,756083,756073,756072,756127
0a65f971edd9,perf_math_matmul,811408,811412,811405,811419,811418,811425,811422,811421,811422,811420
27a3114ef1fe,perf_math_matmul,811409,811408,811422,811406,811397,811418,811416,811415,811418,811417
a87167104441,perf_math_matmul,756067,756073,756098,756076,756088,756092,756093,756078,756079,756095
a679359e74cf,perf_math_matmul,700871,700864,700868,700865,700865,700867,700864,700864,700867,700865
3a9e5070d871,perf_math_matmul,645473,645475,645463,645474,645490,645479,645468,645474,645481,645480
2616a308107d,perf_math_matmul,590166,590161,590168,590160,590154,590145,590150,590164,590165,590160
c93403d47e0b,perf_math_matmul,196700,196682,196679,196699,196680,196701,196683,196683,196684,196687
fa2d35ad06b8,perf_math_matmul,212073,212090,212092,212122,212090,212090,212089,212091,212092,212090
d4f14463db37,perf_math_matmul,235239,235280,235228,235251,235268,235246,235247,235262,235305,235236
e5df81da5437,perf_math_matmul,274758,274754,274768,274759,274752,274773,274745,274752,274765,274745
31e36151fb6e,perf_math_matmul,311715,311713,311707,311714,311738,311720,311710,311722,311713,311712
113db256ac2e,perf_math_matmul,274730,274771,274758,274757,274765,274756,274758,274754,274763,274732
08e376c2f2d0,perf_math_matmul,235280,235256,235197,235239,235245,235297,235276,235275,235231,235266
28dce8c26a8e,perf_math_matmul,212089,212092,212092,212119,212091,212090,212087,212078,212082,212082
c6c76ce701bc,perf_math_matmul,196681,196700,196683,196682,196681,196702,196683,196698,196700,196679
e4432feee2c3,perf_math_matmul,181282,181282,181284,181283,181284,181327,181278,181316,181284,181276
7a19c5e3423c,perf_math_matmul,692473,692500,692464,692463,692461,692511,692464,692511,692462,692465
17ef0fa9af3d,perf_math_matmul,758001,758002,757999,758004,758002,758005,758006,758008,758014,758014
2f41786bc51e,perf_math_matmul,823546,823547,823559,823544,823544,823542,823550,823548,823546,823558
38d8207649e9,perf_math_matmul,889091,889089,889081,889082,889094,889086,889095,889081,889082,889083
3d76917e2a58,perf_math_matmul,954619,954616,954611,954611,954632,954611,954611,954620,954612,954613
f2aa75d25e46,perf_math_matmul,954627,954616,954634,954618,954616,954612,954616,954618,954617,954609
5befa9ca0ef3,perf_math_matmul,889097,889086,889080,889085,889091,889081,889085,889082,889081,889101
70e2f513ca56,perf_math_matmul,823543,823543,823546,823545,823542,823543,823547,823546,823549,823559
6952476b5dac,perf_math_matmul,758005,758001,758000,758004,758026,758014,758000,758018,758001,758000
4bc74165ab4d,perf_math_matmul,692473,692466,692490,692466,692511,692469,692476,692511,692511,692511
3b9045869a22,perf_math_matmul,150499,150526,150526,150524,150523,150532,150521,150500,150522,150500
382c3d511886,perf_math_matmul,167887,167892,167891,167891,167889,167890,167890,167890,167887,167891
0c6f31e7ae00,perf_math_matmul,181324,181347,181347,181324,181325,181324,181345,181325,181347,181340
571b9ce7a633,perf_math_matmul,297260,297262,297264,297264,297262,297264,297262,297264,297262,297262
15ea6c29a643,perf_math_matmul,342349,342351,342347,342354,342354,342347,342353,342347,342350,342347
a54d2f9f8e32,perf_math_matmul,391492,391492,391492,391492,391492,391492,391492,391492,391492,391492
99b6ba3f89ed,perf_math_matmul,342348,342352,342349,342347,342347,342347,342351,342348,342350,342349
057119803869,perf_math_matmul,297266,297264,297264,297262,297264,297262,297266,297264,297262,297264
0e82e5311a71,perf_math_matmul,167892,167889,167891,167890,167890,167890,167889,167890,167890,167891
5d383347fab6,perf_math_matmul,150500,150524,150502,150500,150500,150500,150501,150523,150503,150502
70addb346ae2,perf_math_matmul,260404,260417,260408,260405,260409,260408,260431,260399,260429,260420
0bff9747e95f,perf_math_matmul,314733,314728,314750,314736,314768,314720,314741,314742,314728,314754
a5a4f52c25c9,perf_math_matmul,374090,374088,374091,374098,374092,374103,374085,374092,374084,374093
4ed6857a1259,perf_math_matmul,430386,430415,430401,430391,430380,430391,430378,430400,430415,430398
90fc2ef2ea03,perf_math_matmul,485692,485711,485685,485695,485692,485711,485691,485696,485715,485699
f2382bd26b2d,perf_math_matmul,485702,485699,485715,485689,485715,485708,485703,485691,485702,485703
54c5efe13278,perf_math_matmul,430386,430397,430396,430400,430413,430411,430394,430386,430400,430414
8dc6a78c39a9,perf_math_matmul,374077,374076,374106,374077,374094,374085,374067,374091,374086,374089
b259cb1ad528,perf_math_matmul,314744,314751,314722,314737,314750,314758,314725,314730,314762,314723
dc9966248904,perf_math_matmul,260419,260416,260429,260421,260405,260407,260425,260422,260426,260415
ffea5840c103,perf_math_matmul,118176,118214,118214,118214,118214,118214,118054,118214,118128,118310
cb8724290656,perf_math_matmul,118132,118180,118180,118180,118132,118180,118132,117984,118180,118180
d5e0992c238c,perf_math_matmul,145647,145646,145646,145647,145647,145646,145646,145646,145646,145642
67cae52075c5,perf_math_matmul,118132,118180,118255,118180,118180,118132,118180,118180,118180,118132
45b3bf896001,perf_math_matmul,118214,118214,118214,118092,118214,118215,118214,118214,118310,118310
4c6e46d3b63f,perf_math_matmul,151523,151556,151518,151519,151524,151522,151561,151521,151520,151574
b6be17fa9661,perf_math_matmul,165910,165918,165910,165908,165920,165910,165909,165918,165909,165918
442a2e6a53df,perf_math_matmul,166948,166971,166947,166978,166946,166937,166980,166947,166973,166973
108e03e88078,perf_math_matmul,180435,180443,180381,180426,180402,180458,180411,180411,180413,180401
84aba4148722,perf_math_matmul,196678,196659,196676,196710,196677,196679,196676,196695,196679,196676
162c02239f63,perf_math_matmul,180405,180418,180447,180430,180415,180425,180459,180436,180435,180433
