kernel_id,kind,kernel_path,status,case_id,lane,test,test_evidence,factory_ids,selection,kernel_or_factory_evidence,hardware
DF011,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/kernels/dataflow/reader_unary_reduce_rm.cpp,gap,,,,,F047,No direct unit test calls the experimental Quasar generic-reduction entry points. Quasar-named ResNet sum/mean tests call the standard entry points.,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/reduce_op_multi_core_w_program_factory.cpp:206,
DF012,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/kernels/dataflow/reader_unary_reduce_universal_start_id.cpp,gap,,,,,F047; DH004,No direct unit test calls the experimental Quasar generic-reduction entry points. Quasar-named ResNet sum/mean tests call the standard entry points.,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/reduce_op_multi_core_w_program_factory.cpp:208; ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/welford_reduce_program_factory.cpp:333,
DF013,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/kernels/dataflow/reader_unary_reduce_universal_start_id_metal2.cpp,gap,,,,,F048,No direct unit test calls the experimental Quasar generic-reduction entry points. Quasar-named ResNet sum/mean tests call the standard entry points.,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/reduce_op_single_core_hw_program_factory.cpp:133,
DF014,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/kernels/dataflow/reader_unary_transpose_wh_interleaved_input_cols_partitioned_sharded.cpp,gap,,,,,,No host factory references this Quasar transpose reader.,:,
DF015,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/kernels/dataflow/reader_unary_transpose_wh_universal_input_cols_partitioned.cpp,gap,,,,,DH004,No direct unit test calls the experimental Quasar generic-reduction entry points. Quasar-named ResNet sum/mean tests call the standard entry points.,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/welford_reduce_program_factory.cpp:325,
DF016,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/kernels/dataflow/reader_unary_transpose_wh_universal_input_cols_partitioned_metal2.cpp,gap,,,,,F046,No direct unit test calls the experimental Quasar generic-reduction entry points. Quasar-named ResNet sum/mean tests call the standard entry points.,ttnn/cpp/ttnn/operations/experimental/quasar/reduction/generic/device/reduce_op_multi_core_h_program_factory.cpp:140,
DF017,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/transformer/sdpa/device/kernels/dataflow/joint_writer.cpp,gap,,,,,DH005,No direct unit test found for experimental Quasar joint SDPA.,ttnn/cpp/ttnn/operations/experimental/quasar/transformer/sdpa/device/joint_sdpa_program_factory.cpp:468,
DF018,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/transformer/sdpa/device/kernels/dataflow/writer_interleaved.cpp,selected,SM065,quasar,models/experimental/llama32_1b_quasar/tests/ops/test_scaled_dot_product_attention.py::test_scaled_dot_product_attention[seq128-ttnn_mesh_device0],models/experimental/llama32_1b_quasar/tests/ops/test_scaled_dot_product_attention.py:47,DH006,"Quasar SDPA per-op numerical case, seq128, batch1.",ttnn/cpp/ttnn/operations/experimental/quasar/transformer/sdpa/device/sdpa_program_factory.cpp:1563,Single logical device in the Quasar environment/emulator.
DF019,dataflow,ttnn/cpp/ttnn/operations/experimental/quasar/transformer/sdpa_decode/device/kernels/dataflow/writer_decode_all.cpp,selected,SM066,quasar,models/experimental/llama32_1b_quasar/tests/ops/test_scaled_dot_product_attention_decode.py::test_scaled_dot_product_attention_decode[batch1-ttnn_mesh_device0],models/experimental/llama32_1b_quasar/tests/ops/test_scaled_dot_product_attention_decode.py:57,DH007,"Quasar decode SDPA per-op numerical case, batch1, KV capacity256.",ttnn/cpp/ttnn/operations/experimental/quasar/transformer/sdpa_decode/device/sdpa_decode_program_factory.cpp:1077,Single logical device in the Quasar environment/emulator.
DF020,dataflow,ttnn/cpp/ttnn/operations/experimental/reduction/deepseek_grouped_gate/device/kernels/dataflow/writer_deepseek_grouped_gate.cpp,selected,SM018,common,tests/ttnn/nightly/unit_tests/operations/reduction/test_deepseek_grouped_gate.py::test_grouped_gate[minimal_case],tests/ttnn/nightly/unit_tests/operations/reduction/test_deepseek_grouped_gate.py:418,F052,Existing minimal grouped-gate numerical configuration.,ttnn/cpp/ttnn/operations/experimental/reduction/deepseek_grouped_gate/device/deepseek_grouped_gate_program_factory.cpp:286,One device; see the test for core-grid requirements.
DF021,dataflow,ttnn/cpp/ttnn/operations/experimental/ssm/hc_sum_reduce/device/kernels/reader_ssm_1d_sum_reduce.cpp,selected,SM019,common,"tests/ttnn/nightly/unit_tests/operations/ssm/test_ssm_1d_sum_reduce.py::test_ssm_reduce[H=32-W=1024-latent_size=32-dtype=DataType.BFLOAT16-in_mem_config=MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0,per_core_allocation=0,range_lockstep_allocation=0)-out_mem_config=MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED,buffer_type=BufferType::DRAM,shard_spec=std::nullopt,nd_shard_spec=std::nullopt,created_with_nd_shard_spec=0,per_core_allocation=0,range_lockstep_allocation=0)]",tests/ttnn/nightly/unit_tests/operations/ssm/test_ssm_1d_sum_reduce.py:63,F053,"BF16 H=32, W=1024, latent_size=32, DRAM input/output.",ttnn/cpp/ttnn/operations/experimental/ssm/hc_sum_reduce/device/hc_sum_reduce_program_factory.cpp:137,One device; see the test for core-grid requirements.
DF022,dataflow,ttnn/cpp/ttnn/operations/experimental/transformer/dit_layernorm_pre_all_gather/device/kernels/dataflow/reader_layernorm_preallgather_dit.cpp,selected,SM054,common,tests/ttnn/nightly/unit_tests/operations/transformers/test_distributed_dit_layernorm.py::test_distributed_dit_layernorm_use_cases[tp1-tile_layout-no_affine-len512-dim2048-BFLOAT16_stats-BFLOAT16_in],tests/ttnn/nightly/unit_tests/operations/transformers/test_distributed_dit_layernorm.py:227,DH008,"Single-device DiT layernorm pipeline, TP=1, sequence 512, width 2048, no affine.",ttnn/cpp/ttnn/operations/experimental/transformer/dit_layernorm_pre_all_gather/device/dit_layernorm_pre_all_gather_welford_program_factory.cpp:86,One device; see the test for core-grid requirements.
DF023,dataflow,ttnn/cpp/ttnn/operations/experimental/transformer/fused_distributed_rmsnorm/device/kernels/dataflow/rms_post_allgather_reader.cpp,selected,SM053,common,tests/ttnn/nightly/unit_tests/operations/transformers/test_distributed_fused_rmsnorm.py::test_distributed_fused_rmsnorm_sweep_shapes[num_simulated_devices8-has_rope-has_weight-num_heads1-hidden_dim1024-seqlen128-BFLOAT16_stats-BFLOAT16_in],tests/ttnn/nightly/unit_tests/operations/transformers/test_distributed_fused_rmsnorm.py:238,F055,"Single-device simulated distributed RMSNorm, one head, sequence 128, hidden 1024, pre/post fusion.",ttnn/cpp/ttnn/operations/experimental/transformer/fused_distributed_rmsnorm/device/fused_rmsnorm_post_all_gather_program_factory.cpp:258,One device; see the test for core-grid requirements.
DF024,dataflow,ttnn/cpp/ttnn/operations/experimental/transformer/fused_distributed_rmsnorm/device/kernels/dataflow/rms_pre_allgather_reader.cpp,selected,SM053,common,tests/ttnn/nightly/unit_tests/operations/transformers/test_distributed_fused_rmsnorm.py::test_distributed_fused_rmsnorm_sweep_shapes[num_simulated_devices8-has_rope-has_weight-num_heads1-hidden_dim1024-seqlen128-BFLOAT16_stats-BFLOAT16_in],tests/ttnn/nightly/unit_tests/operations/transformers/test_distributed_fused_rmsnorm.py:238,F056,"Single-device simulated distributed RMSNorm, one head, sequence 128, hidden 1024, pre/post fusion.",ttnn/cpp/ttnn/operations/experimental/transformer/fused_distributed_rmsnorm/device/fused_rmsnorm_pre_all_gather_program_factory.cpp:136,One device; see the test for core-grid requirements.
DF025,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_dot/device/kernels/reader_moreh_dot.cpp,selected,SM021,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_dot.py::test_moreh_dot[dtype=DataType.BFLOAT16-input_shape=[1, 1, 1, 32]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_dot.py:96,F058,"One aligned BF16 tile row, dot length 32.",ttnn/cpp/ttnn/operations/moreh/moreh_dot/device/moreh_dot_program_factory.cpp:19,One device; see the test for core-grid requirements.
DF026,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_linear_backward/device/kernels/reader_moreh_bias_backward_h.cpp,selected,SM030,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_linear.py::test_moreh_linear_backward[BFP16-fp32_dest_acc_en=False-requires_bias_grad=True-requires_grads=(True, False)-shapes=([31, 31], [30, 31], [1, 30], [31, 30])]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_linear.py:352,F065,Bias gradient with width 30: reduce H.,ttnn/cpp/ttnn/operations/moreh/moreh_linear_backward/device/moreh_linear_backward_multi_core_program_factory.cpp:155,One device; see the test for core-grid requirements.
DF027,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_mean/device/kernels/reader_moreh_mean_h.cpp,selected,SM032,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_mean.py::test_moreh_mean_ttnn_dtype[ttnn_dtype=DataType.BFLOAT16-keepdim=True-input_shape_dim=[[17, 22], [0]]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_mean.py:147,F067,"BF16 [17,22], dim=0 (height), keepdim=true.",ttnn/cpp/ttnn/operations/moreh/moreh_mean/device/moreh_mean_h_program_factory.cpp:148,One device; see the test for core-grid requirements.
DF028,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/reader_moreh_softmax_h.cpp,selected,SM035,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 0, MorehSoftmaxOpParallelizationStrategy.SMALL_H]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:437,F071; F091,"Explicit Moreh softmax strategy SMALL_H, BF16 [32,32]. The explicit strategy reaches large kernels without a large tensor.",ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/softmax_h_small/softmax_h_small.cpp:135; ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_general_h_small.cpp:145,One device; see the test for core-grid requirements.
DF029,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/reader_moreh_softmax_h_large.cpp,selected,SM036,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 0, MorehSoftmaxOpParallelizationStrategy.LARGE_H]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:437,F070; F090,"Explicit Moreh softmax strategy LARGE_H, BF16 [32,32]. The explicit strategy reaches large kernels without a large tensor.",ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/softmax_h_large/softmax_h_large.cpp:136; ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_general_h_large.cpp:146,One device; see the test for core-grid requirements.
DF030,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/reader_moreh_softmax_w.cpp,selected,SM037,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 1, MorehSoftmaxOpParallelizationStrategy.SMALL_W]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:437,F073; F093,"Explicit Moreh softmax strategy SMALL_W, BF16 [32,32]. The explicit strategy reaches large kernels without a large tensor.",ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/softmax_w_small/softmax_w_small.cpp:139; ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_general_w_small.cpp:148,One device; see the test for core-grid requirements.
DF031,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/kernels/reader_moreh_softmax_w_large.cpp,selected,SM038,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 1, MorehSoftmaxOpParallelizationStrategy.LARGE_W]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:437,F072; F092,"Explicit Moreh softmax strategy LARGE_W, BF16 [32,32]. The explicit strategy reaches large kernels without a large tensor.",ttnn/cpp/ttnn/operations/moreh/moreh_softmax/device/softmax_w_large/softmax_w_large.cpp:144; ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_general_w_large.cpp:153,One device; see the test for core-grid requirements.
DF032,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/reader_moreh_softmax_backward_w.cpp,selected,SM041,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_backward_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 1, MorehSoftmaxBackwardOpParallelizationStrategy.SMALL_W]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:471,F077,"Explicit Moreh softmax backward strategy SMALL_W, BF16 [32,32].",ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/softmax_backward_w_small/softmax_backward_w_small.cpp:64,One device; see the test for core-grid requirements.
DF033,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/kernels/reader_moreh_softmax_backward_w_large.cpp,selected,SM042,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py::test_softmax_backward_callback[dtype=DataType.BFLOAT16-shape_dim_strategy=[[32, 32], 1, MorehSoftmaxBackwardOpParallelizationStrategy.LARGE_W]]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_softmax.py:471,F076,"Explicit Moreh softmax backward strategy LARGE_W, BF16 [32,32].",ttnn/cpp/ttnn/operations/moreh/moreh_softmax_backward/device/softmax_backward_w_large/softmax_backward_w_large.cpp:69,One device; see the test for core-grid requirements.
DF034,dataflow,ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/reader_moreh_sum_h.cpp,selected,SM043,common,"tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_sum.py::test_moreh_sum[bfloat16-keepdim-true-fp32_dest_acc_en=False-2-3, 2, TILE_HEIGHT * 10 - 1, TILE_WIDTH * 10 - 1]",tests/ttnn/nightly/unit_tests/operations/moreh/test_moreh_sum.py:192,F078,"BF16 [3,2,319,319], dim=2: Moreh height sum compute/reader.",ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_program_factory.cpp:168,One device; see the test for core-grid requirements.
DF035,dataflow,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/dataflow/writer_unary_gn_rm_gb.cpp,selected,SM005,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.GroupNormNoMcastInterleaved,tests/ttnn/unit_tests/gtests/test_normalization.cpp:954,F079; F080,"TILE [1,1,32,64], two groups, 1x1 core grid, legacy (non-Welford) groupnorm.",ttnn/cpp/ttnn/operations/normalization/groupnorm/device/groupnorm_mcast_program_factory.cpp:621; ttnn/cpp/ttnn/operations/normalization/groupnorm/device/groupnorm_no_mcast_program_factory.cpp:800,One device; see the test for core-grid requirements.
DF036,dataflow,ttnn/cpp/ttnn/operations/normalization/groupnorm/device/kernels/dataflow/writer_unary_sharded_gn_rm_gb_v2.cpp,selected,SM006,common,tests/ttnn/unit_tests/operations/fused/test_group_norm.py::test_group_norm_sharded_all_config[legacy-row_major-bf16-gb_bf16-N=1-C=128-H=1-W=512-num_groups=16-grid_y=1-grid_x=4],tests/ttnn/unit_tests/operations/fused/test_group_norm.py:2137,F081,"ROW_MAJOR [1,1,512,128], four HEIGHT_SHARDED cores, BF16 input/affine, BF8 mask and FP32 destination accumulation. Four tiles per group force native mean reduction and guard mask-to-reduce format reconfiguration.",ttnn/cpp/ttnn/operations/normalization/groupnorm/device/groupnorm_sharded_program_factory.cpp:651,One device with at least four cores in its first row.
DF037,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln.cpp,selected,SM007,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.LayerNormInterleaved,tests/ttnn/unit_tests/gtests/test_normalization.cpp:393,DH009,"Tiled BF16 [1,1,32,64], no gamma/beta: ordinary interleaved layernorm reader.",ttnn/cpp/ttnn/operations/normalization/layernorm/device/layernorm_op_multi_core.cpp:636,One device; see the test for core-grid requirements.
DF038,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln_large_tensor.cpp,selected,SM046,common,tests/ttnn/unit_tests/operations/fused/test_layer_norm.py::test_large_layer_norm_with_weight_bias_and_residual_input[dtype=torch.float32-use_welford=False-h=19-w=4083],tests/ttnn/unit_tests/operations/fused/test_layer_norm.py:407,DH009,"FP32 tiled input with TILE gamma/beta, W padded to 4096: >2 MiB resident buffer demand forces the large-tensor reader; legacy compute.",ttnn/cpp/ttnn/operations/normalization/layernorm/device/layernorm_op_multi_core.cpp:630,One device; see the test for core-grid requirements.
DF039,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/reader_unary_interleaved_ln_rm_gb.cpp,selected,SM008,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.LayerNormRowMajorGammaBeta,tests/ttnn/unit_tests/gtests/test_normalization.cpp:529,DH009,"Tiled BF16 [1,1,32,64], ROW_MAJOR gamma/beta: rm_gb interleaved reader.",ttnn/cpp/ttnn/operations/normalization/layernorm/device/layernorm_op_multi_core.cpp:634,One device; see the test for core-grid requirements.
DF040,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_sharded_ln.cpp,selected,SM009,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.LayerNormSharded1x1,tests/ttnn/unit_tests/gtests/test_normalization.cpp:485,F084; F083,"Tiled BF16 [1,1,32,64], WIDTH_SHARDED 1x1, use_welford defaults false, no ROW_MAJOR weights.",ttnn/cpp/ttnn/operations/normalization/layernorm/device/sharded_layernorm_factory_helpers.cpp:495; ttnn/cpp/ttnn/operations/normalization/layernorm/device/sharded_layernorm_factory_helpers.cpp:501; ttnn/cpp/ttnn/operations/normalization/layernorm/device/layernorm_op_multi_core_sharded.cpp:308,One device; see the test for core-grid requirements.
DF041,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_sharded_ln_pre_all_gather.cpp,selected,SM045,common,"tests/ttnn/unit_tests/operations/fused/test_distributed_layernorm_sharded.py::test_pre_allgather_layernorm[fuse_residual=False-max_atol_ex2=0.04-min_pcc_ex2=0.982-min_pcc_residual_add=0.997-min_pcc_ex=0.9997-max_atol_ex=0.01-core_grid=(8, 4)-mean=0-std=1-input_df=DataType.BFLOAT16-num_devices=4-input_width=2048-seed=0-is_rmsnorm=False]",tests/ttnn/unit_tests/operations/fused/test_distributed_layernorm_sharded.py:314,F084; F083,One physical device simulates four partitions; sharded layernorm PRE_ALL_GATHER selects pre-all-gather compute/writer.,ttnn/cpp/ttnn/operations/normalization/layernorm/device/sharded_layernorm_factory_helpers.cpp:487; ttnn/cpp/ttnn/operations/normalization/layernorm/device/layernorm_op_multi_core_sharded.cpp:308,One device; see the test for core-grid requirements.
DF042,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm/device/kernels/dataflow/writer_unary_sharded_ln_rm_gb.cpp,selected,SM044,common,tests/ttnn/unit_tests/operations/fused/test_layer_norm_sharded.py::test_layer_norm_sharded_with_weight_and_bias_row_major[dtype=torch.bfloat16-tensor_type=ascending_values_repeated_rows-two_stage=False-use_welford=False],tests/ttnn/unit_tests/operations/fused/test_layer_norm_sharded.py:139,F084; F083,Sharded layernorm with ROW_MAJOR gamma/beta and legacy compute selects rm_gb writer.,ttnn/cpp/ttnn/operations/normalization/layernorm/device/sharded_layernorm_factory_helpers.cpp:494; ttnn/cpp/ttnn/operations/normalization/layernorm/device/sharded_layernorm_factory_helpers.cpp:500; ttnn/cpp/ttnn/operations/normalization/layernorm/device/layernorm_op_multi_core_sharded.cpp:308,One device; see the test for core-grid requirements.
DF043,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/dataflow/reader_layernorm_preallgather_2d.cpp,selected,SM012,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.DistributedRmsNorm2DGridStats,tests/ttnn/unit_tests/gtests/test_normalization.cpp:733,F087,"One device, [1,1,32,64], use_2d_core_grid=true: 2D pre-all-gather worker and merge code.",ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/layernorm_pre_all_gather_program_factory.cpp:72,One device; see the test for core-grid requirements.
DF044,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/dataflow/reader_unary_interleaved_ln_rm_gb_post_allgather.cpp,selected,SM011,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.DistributedRmsNormEndToEnd,tests/ttnn/unit_tests/gtests/test_normalization.cpp:704,F085; F086,"One-device pre/post RMSNorm pipeline [1,1,32,64], num_devices=1; post uses metal2 compute.",ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/layernorm_post_all_gather_program_factory.cpp:56; ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/layernorm_post_all_gather_welford_program_factory.cpp:53,One device; see the test for core-grid requirements.
DF045,dataflow,ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/kernels/dataflow/reader_unary_interleaved_ln_rm_gb_pre_allgather.cpp,selected,SM010,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.DistributedLayerNormStats,tests/ttnn/unit_tests/gtests/test_normalization.cpp:628,F087; DH010,"One device, tiled [1,1,32,64]: layernorm pre-all-gather statistics, two tiles wide.",ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/layernorm_pre_all_gather_program_factory.cpp:66; ttnn/cpp/ttnn/operations/normalization/layernorm_distributed/device/layernorm_pre_all_gather_welford_program_factory.cpp:48,One device; see the test for core-grid requirements.
DF046,dataflow,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_interleaved_sm.cpp,selected,SM013,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.SoftmaxInterleavedUniform,tests/ttnn/unit_tests/gtests/test_normalization.cpp:71,F088,"Tiled [1,1,32,32], last-dimension stable attention softmax.",ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_attention_optimized.cpp:374,One device; see the test for core-grid requirements.
DF047,dataflow,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_interleaved_sm_large_tensor.cpp,selected,SM047,common,tests/ttnn/unit_tests/operations/fused/test_softmax.py::test_softmax_large_non_divisible_width[Wt=637],tests/ttnn/unit_tests/operations/fused/test_softmax.py:774,F088,Width 637 tiles: resident stable-softmax buffers exceed 90% of L1; dedicated large-kernel numerical test.,ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_attention_optimized.cpp:373,One device; see the test for core-grid requirements.
DF048,dataflow,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm.cpp,selected,SM014,common,tests/ttnn/unit_tests/gtests/test_normalization.cpp::NormalizationSmoke.SoftmaxShardedInPlace,tests/ttnn/unit_tests/gtests/test_normalization.cpp:129,F089,"Tiled [1,1,32,32], one BLOCK_SHARDED core, no mask: ordinary sharded reader.",ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_attention_optimized_sharded.cpp:244,One device; see the test for core-grid requirements.
DF049,dataflow,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm_causal_mask_hw_dims.cpp,selected,SM049,wormhole,models/demos/t3000/falcon40b/tests/unit_tests/test_falcon_softmax.py::test_FalconSoftmax_inference[{arch}-1x1_grid-0.99],models/demos/t3000/falcon40b/tests/unit_tests/test_falcon_softmax.py:121,F089,"Single-device Falcon operation test, seq=64; calls scale_causal_mask_hw_dims_softmax_in_place with tiled mask.",ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_attention_optimized_sharded.cpp:247,One Wormhole device; fixed Falcon core grid.
DF050,dataflow,ttnn/cpp/ttnn/operations/normalization/softmax/device/kernels/attention/dataflow/reader_unary_sharded_sm_rm_mask.cpp,selected,SM048,common,tests/ttnn/nightly/unit_tests/operations/fused/test_softmax_sharded.py::test_scale_mask_softmax_rm[bfloat8_b-in0_DRAM-no-causal-device_params={'l1_small_size': 8192}],tests/ttnn/nightly/unit_tests/operations/fused/test_softmax_sharded.py:213,F089,Sharded softmax with ROW_MAJOR attention mask selects the row-major-mask reader.,ttnn/cpp/ttnn/operations/normalization/softmax/device/softmax_program_factory_attention_optimized_sharded.cpp:242,One device; see the test for core-grid requirements.
DF051,dataflow,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_reduce_input_rows_partitioned_sharded.cpp,selected,SM016,common,tests/ttnn/nightly/unit_tests/operations/reduction/test_min_max.py::test_reduce_w_height_sharded_orientation_matched[op=max-row_major],tests/ttnn/nightly/unit_tests/operations/reduction/test_min_max.py:192,F099,"Matched HEIGHT_SHARDED input/output on a 2x4 core grid, int32 MAX W: sharded reader with REDUCE_SCALER=1; only dataflow coverage is claimed.",ttnn/cpp/ttnn/operations/reduction/generic/device/reduce_op_multi_core_w_program_factory.cpp:302,One device; see the test for core-grid requirements.
DF052,dataflow,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_reduce_rm.cpp,selected,SM003,common,tests/ttnn/unit_tests/gtests/test_reduction.cpp::ReductionSmoke.RowMajorSumW,tests/ttnn/unit_tests/gtests/test_reduction.cpp:682,F098; F099,"ROW_MAJOR [1,1,64,64], sum W: row-major reduce compute and reader.",ttnn/cpp/ttnn/operations/reduction/generic/device/reduce_op_multi_core_h_program_factory.cpp:376; ttnn/cpp/ttnn/operations/reduction/generic/device/reduce_op_multi_core_w_program_factory.cpp:273,One device; see the test for core-grid requirements.
DF053,dataflow,ttnn/cpp/ttnn/operations/reduction/generic/device/kernels/dataflow/reader_unary_reduce_universal_start_id.cpp,selected,SM002,common,tests/ttnn/unit_tests/gtests/test_reduction.cpp::ReductionSmoke.MeanReduceW,tests/ttnn/unit_tests/gtests/test_reduction.cpp:536,F099; F100; DH011,"BF16 tiled [64,64], mean over W: universal reduce reader (compute already covered).",ttnn/cpp/ttnn/operations/reduction/generic/device/reduce_op_multi_core_w_program_factory.cpp:335; ttnn/cpp/ttnn/operations/reduction/generic/device/reduce_op_single_core_hw_program_factory.cpp:156; ttnn/cpp/ttnn/operations/reduction/generic/device/welford_reduce_program_factory.cpp:329,One device; see the test for core-grid requirements.
